C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A002,R051,02-03-03,59 ST,NQR456,BMT,01/06/2016,15:00:00,REGULAR,0004371142,0005291082                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/06/2016,19:00:00,REGULAR,0004371838,0005291380                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/06/2016,23:00:00,REGULAR,0004372151,0005291567                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/07/2016,03:00:00,REGULAR,0004372194,0005291583                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/07/2016,07:00:00,REGULAR,0004372217,0005291717                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/07/2016,11:00:00,REGULAR,0004372408,0005292619                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/07/2016,15:00:00,REGULAR,0004372584,0005292827                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/07/2016,19:00:00,REGULAR,0004373241,0005293112                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/07/2016,23:00:00,REGULAR,0004373538,0005293273                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/08/2016,03:00:00,REGULAR,0004373577,0005293310                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/08/2016,07:00:00,REGULAR,0004373598,0005293469                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/08/2016,11:00:00,REGULAR,0004373791,0005294385                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/08/2016,15:00:00,REGULAR,0004373988,0005294609                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/08/2016,19:00:00,REGULAR,0004374711,0005294897                                             
A002,R051,02-03-03,59 ST,NQR456,BMT,01/08/2016,23:00:00,REGULAR,0004375040,0005295015                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/02/2016,03:00:00,REGULAR,0005536550,0003064078                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/02/2016,07:00:00,REGULAR,0005536555,0003064097                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/02/2016,11:00:00,REGULAR,0005536617,0003064205                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/02/2016,15:00:00,REGULAR,0005536879,0003064306                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/02/2016,19:00:00,REGULAR,0005537280,0003064399                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/02/2016,23:00:00,REGULAR,0005537559,0003064451                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/03/2016,03:00:00,REGULAR,0005537660,0003064473                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/03/2016,07:00:00,REGULAR,0005537668,0003064493                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/03/2016,11:00:00,REGULAR,0005537720,0003064581                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/03/2016,15:00:00,REGULAR,0005537907,0003064669                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/03/2016,19:00:00,REGULAR,0005538172,0003064748                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/03/2016,23:00:00,REGULAR,0005538356,0003064787                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/04/2016,03:00:00,REGULAR,0005538407,0003064794                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/04/2016,07:00:00,REGULAR,0005538422,0003064894                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/04/2016,11:00:00,REGULAR,0005538790,0003065237                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/04/2016,15:00:00,REGULAR,0005539000,0003065329                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/04/2016,19:00:00,REGULAR,0005539880,0003065443                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/04/2016,23:00:00,REGULAR,0005540187,0003065508                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/05/2016,03:00:00,REGULAR,0005540252,0003065512                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/05/2016,07:00:00,REGULAR,0005540274,0003065634                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/05/2016,11:00:00,REGULAR,0005540694,0003065970                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/05/2016,15:00:00,REGULAR,0005540894,0003066043                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/05/2016,19:00:00,REGULAR,0005541646,0003066155                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/05/2016,23:00:00,REGULAR,0005541950,0003066211                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/06/2016,03:00:00,REGULAR,0005542029,0003066217                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/06/2016,07:00:00,REGULAR,0005542053,0003066325                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/06/2016,11:00:00,REGULAR,0005542401,0003066756                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/06/2016,15:00:00,REGULAR,0005542643,0003066862                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/06/2016,19:00:00,REGULAR,0005543524,0003066977                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/06/2016,23:00:00,REGULAR,0005543917,0003067056                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/07/2016,03:00:00,REGULAR,0005543974,0003067062                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/07/2016,07:00:00,REGULAR,0005543995,0003067170                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/07/2016,11:00:00,REGULAR,0005544307,0003067598                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/07/2016,15:00:00,REGULAR,0005544518,0003067686                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/07/2016,19:00:00,REGULAR,0005545333,0003067776                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/07/2016,23:00:00,REGULAR,0005545704,0003067843                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/08/2016,03:00:00,REGULAR,0005545775,0003067854                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/08/2016,07:00:00,REGULAR,0005545784,0003067975                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/08/2016,11:00:00,REGULAR,0005546120,0003068414                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/08/2016,15:00:00,REGULAR,0005546346,0003068511                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/08/2016,19:00:00,REGULAR,0005547192,0003068601                                             
A002,R051,02-03-04,59 ST,NQR456,BMT,01/08/2016,23:00:00,REGULAR,0005547546,0003068646                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/02/2016,03:00:00,REGULAR,0008962882,0001238808                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/02/2016,07:00:00,REGULAR,0008962908,0001238817                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/02/2016,11:00:00,REGULAR,0008963068,0001238849                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/02/2016,15:00:00,REGULAR,0008963454,0001238879                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/02/2016,19:00:00,REGULAR,0008964036,0001238904                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/02/2016,23:00:00,REGULAR,0008964474,0001238920                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/03/2016,03:00:00,REGULAR,0008964649,0001238926                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/03/2016,07:00:00,REGULAR,0008964675,0001238934                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/03/2016,11:00:00,REGULAR,0008964827,0001238955                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/03/2016,15:00:00,REGULAR,0008965159,0001238980                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/03/2016,19:00:00,REGULAR,0008965638,0001239008                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/03/2016,23:00:00,REGULAR,0008965996,0001239024                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/04/2016,03:00:00,REGULAR,0008966103,0001239027                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/04/2016,07:00:00,REGULAR,0008966166,0001239056                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/04/2016,11:00:00,REGULAR,0008966766,0001239142                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/04/2016,15:00:00,REGULAR,0008967104,0001239163                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/04/2016,19:00:00,REGULAR,0008968133,0001239185                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/04/2016,23:00:00,REGULAR,0008968618,0001239200                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/05/2016,03:00:00,REGULAR,0008968743,0001239205                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/05/2016,07:00:00,REGULAR,0008968810,0001239243                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/05/2016,11:00:00,REGULAR,0008969413,0001239320                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/05/2016,15:00:00,REGULAR,0008969752,0001239348                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/05/2016,19:00:00,REGULAR,0008970771,0001239378                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/05/2016,23:00:00,REGULAR,0008971225,0001239391                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/06/2016,03:00:00,REGULAR,0008971342,0001239391                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/06/2016,07:00:00,REGULAR,0008971402,0001239432                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/06/2016,11:00:00,REGULAR,0008972043,0001239522                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/06/2016,15:00:00,REGULAR,0008972464,0001239551                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/06/2016,19:00:00,REGULAR,0008973553,0001239579                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/06/2016,23:00:00,REGULAR,0008974068,0001239595                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/07/2016,03:00:00,REGULAR,0008974197,0001239598                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/07/2016,07:00:00,REGULAR,0008974255,0001239635                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/07/2016,11:00:00,REGULAR,0008974897,0001239702                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/07/2016,15:00:00,REGULAR,0008975288,0001239731                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/07/2016,19:00:00,REGULAR,0008976399,0001239754                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/07/2016,23:00:00,REGULAR,0008976972,0001239781                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/08/2016,03:00:00,REGULAR,0008977115,0001239787                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/08/2016,07:00:00,REGULAR,0008977170,0001239819                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/08/2016,11:00:00,REGULAR,0008977809,0001239931                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/08/2016,15:00:00,REGULAR,0008978228,0001239962                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/08/2016,19:00:00,REGULAR,0008979295,0001239979                                             
A002,R051,02-03-05,59 ST,NQR456,BMT,01/08/2016,23:00:00,REGULAR,0008979860,0001239990                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/02/2016,03:00:00,REGULAR,0007028917,0000469277                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/02/2016,07:00:00,REGULAR,0007028925,0000469278                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/02/2016,11:00:00,REGULAR,0007029031,0000469285                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/02/2016,15:00:00,REGULAR,0007029278,0000469290                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/02/2016,19:00:00,REGULAR,0007029696,0000469297                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/02/2016,23:00:00,REGULAR,0007029985,0000469298                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/03/2016,03:00:00,REGULAR,0007030076,0000469299                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/03/2016,07:00:00,REGULAR,0007030083,0000469300                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/03/2016,11:00:00,REGULAR,0007030184,0000469305                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/03/2016,15:00:00,REGULAR,0007030411,0000469313                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/03/2016,19:00:00,REGULAR,0007030706,0000469317                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/03/2016,23:00:00,REGULAR,0007030930,0000469319                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/04/2016,03:00:00,REGULAR,0007030991,0000469320                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/04/2016,07:00:00,REGULAR,0007031034,0000469327                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/04/2016,11:00:00,REGULAR,0007031657,0000469330                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/04/2016,15:00:00,REGULAR,0007031899,0000469333                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/04/2016,19:00:00,REGULAR,0007032832,0000469344                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/04/2016,23:00:00,REGULAR,0007033207,0000469348                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/05/2016,03:00:00,REGULAR,0007033269,0000469349                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/05/2016,07:00:00,REGULAR,0007033315,0000469355                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/05/2016,11:00:00,REGULAR,0007033963,0000469363                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/05/2016,15:00:00,REGULAR,0007034234,0000469369                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/05/2016,19:00:00,REGULAR,0007035180,0000469376                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/05/2016,23:00:00,REGULAR,0007035532,0000469380                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/06/2016,03:00:00,REGULAR,0007035595,0000469381                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/06/2016,07:00:00,REGULAR,0007035642,0000469384                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/06/2016,11:00:00,REGULAR,0007036294,0000469392                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/06/2016,15:00:00,REGULAR,0007036570,0000469396                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/06/2016,19:00:00,REGULAR,0007037560,0000469402                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/06/2016,23:00:00,REGULAR,0007037983,0000469403                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/07/2016,03:00:00,REGULAR,0007038069,0000469403                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/07/2016,07:00:00,REGULAR,0007038117,0000469408                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/07/2016,11:00:00,REGULAR,0007038816,0000469419                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/07/2016,15:00:00,REGULAR,0007039097,0000469426                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/07/2016,19:00:00,REGULAR,0007040081,0000469435                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/07/2016,23:00:00,REGULAR,0007040523,0000469439                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/08/2016,03:00:00,REGULAR,0007040622,0000469439                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/08/2016,07:00:00,REGULAR,0007040671,0000469443                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/08/2016,11:00:00,REGULAR,0007041291,0000469453                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/08/2016,15:00:00,REGULAR,0007041562,0000469457                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/08/2016,19:00:00,REGULAR,0007042547,0000469461                                             
A002,R051,02-03-06,59 ST,NQR456,BMT,01/08/2016,23:00:00,REGULAR,0007042947,0000469464                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/02/2016,03:00:00,REGULAR,0000001239,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/02/2016,07:00:00,REGULAR,0000001239,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/02/2016,11:00:00,REGULAR,0000001239,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/02/2016,15:00:00,REGULAR,0000001239,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/02/2016,19:00:00,REGULAR,0000001239,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/02/2016,23:00:00,REGULAR,0000001239,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/03/2016,03:00:00,REGULAR,0000001239,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/03/2016,07:00:00,REGULAR,0000001239,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/03/2016,15:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/03/2016,19:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/03/2016,23:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/04/2016,03:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/04/2016,07:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/04/2016,11:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/04/2016,15:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/04/2016,19:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/04/2016,23:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/05/2016,03:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/05/2016,07:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/05/2016,11:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/05/2016,15:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/05/2016,19:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/05/2016,23:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/06/2016,03:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/06/2016,07:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/06/2016,11:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/06/2016,15:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/06/2016,19:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/06/2016,23:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/07/2016,03:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/07/2016,07:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/07/2016,11:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/07/2016,15:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/07/2016,19:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/07/2016,23:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/08/2016,03:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/08/2016,07:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/08/2016,11:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/08/2016,15:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/08/2016,19:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-00,59 ST,NQR456,BMT,01/08/2016,23:00:00,REGULAR,0000001240,0000000000                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/02/2016,03:00:00,REGULAR,0000000000,0000000665                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/02/2016,07:00:00,REGULAR,0000000000,0000000665                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/02/2016,11:00:00,REGULAR,0000000000,0000000665                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/02/2016,15:00:00,REGULAR,0000000000,0000000665                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/02/2016,19:00:00,REGULAR,0000000000,0000000665                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/02/2016,23:00:00,REGULAR,0000000000,0000000665                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/03/2016,03:00:00,REGULAR,0000000000,0000000665                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/03/2016,07:00:00,REGULAR,0000000000,0000000665                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/03/2016,11:00:00,REGULAR,0000000000,0000000665                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/03/2016,15:00:00,REGULAR,0000000000,0000000666                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/03/2016,19:00:00,REGULAR,0000000000,0000000666                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/03/2016,23:00:00,REGULAR,0000000000,0000000666                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/04/2016,03:00:00,REGULAR,0000000000,0000000666                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/04/2016,07:00:00,REGULAR,0000000000,0000000666                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/04/2016,11:00:00,REGULAR,0000000000,0000000666                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/04/2016,15:00:00,REGULAR,0000000000,0000000667                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/04/2016,19:00:00,REGULAR,0000000000,0000000667                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/04/2016,23:00:00,REGULAR,0000000000,0000000667                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/05/2016,03:00:00,REGULAR,0000000000,0000000667                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/05/2016,07:00:00,REGULAR,0000000000,0000000667                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/05/2016,11:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/05/2016,15:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/05/2016,19:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/05/2016,23:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/06/2016,03:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/06/2016,07:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/06/2016,11:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/06/2016,15:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/06/2016,19:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/06/2016,23:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/07/2016,03:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/07/2016,07:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/07/2016,11:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/07/2016,15:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/07/2016,19:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/07/2016,23:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/08/2016,03:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/08/2016,07:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/08/2016,11:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/08/2016,15:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/08/2016,19:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-05-01,59 ST,NQR456,BMT,01/08/2016,23:00:00,REGULAR,0000000000,0000000668                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/02/2016,03:00:00,REGULAR,0006168624,0000138807                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/02/2016,07:00:00,REGULAR,0006168643,0000138807                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/02/2016,11:00:00,REGULAR,0006168741,0000138810                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/02/2016,15:00:00,REGULAR,0006169027,0000138814                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/02/2016,19:00:00,REGULAR,0006169479,0000138819                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/02/2016,23:00:00,REGULAR,0006169800,0000138821                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/03/2016,03:00:00,REGULAR,0006169894,0000138828                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/03/2016,07:00:00,REGULAR,0006169911,0000138828                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/03/2016,11:00:00,REGULAR,0006170028,0000138831                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/03/2016,15:00:00,REGULAR,0006170306,0000138838                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/03/2016,19:00:00,REGULAR,0006170626,0000138843                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/03/2016,23:00:00,REGULAR,0006170826,0000138849                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/04/2016,03:00:00,REGULAR,0006170888,0000138850                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/04/2016,07:00:00,REGULAR,0006170932,0000138850                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/04/2016,11:00:00,REGULAR,0006171560,0000138854                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/04/2016,15:00:00,REGULAR,0006171822,0000138857                                             
