C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A002,R051,02-06-00,59 ST,NQR456,BMT,01/04/2016,19:00:00,REGULAR,0006172744,0000138865                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/04/2016,23:00:00,REGULAR,0006173112,0000138867                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/05/2016,03:00:00,REGULAR,0006173169,0000138870                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/05/2016,07:00:00,REGULAR,0006173215,0000138876                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/05/2016,11:00:00,REGULAR,0006173882,0000138882                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/05/2016,15:00:00,REGULAR,0006174189,0000138884                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/05/2016,19:00:00,REGULAR,0006175014,0000138890                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/05/2016,23:00:00,REGULAR,0006175343,0000138894                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/06/2016,03:00:00,REGULAR,0006175395,0000138898                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/06/2016,07:00:00,REGULAR,0006175449,0000138899                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/06/2016,11:00:00,REGULAR,0006176135,0000138903                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/06/2016,15:00:00,REGULAR,0006176458,0000138910                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/06/2016,19:00:00,REGULAR,0006177430,0000138916                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/06/2016,23:00:00,REGULAR,0006177839,0000138918                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/07/2016,03:00:00,REGULAR,0006177894,0000138922                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/07/2016,07:00:00,REGULAR,0006177941,0000138922                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/07/2016,11:00:00,REGULAR,0006178649,0000138926                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/07/2016,15:00:00,REGULAR,0006178966,0000138929                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/07/2016,19:00:00,REGULAR,0006179985,0000138938                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/07/2016,23:00:00,REGULAR,0006180419,0000138944                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/08/2016,03:00:00,REGULAR,0006180476,0000138947                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/08/2016,07:00:00,REGULAR,0006180532,0000138947                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/08/2016,11:00:00,REGULAR,0006181215,0000138955                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/08/2016,15:00:00,REGULAR,0006181551,0000138957                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/08/2016,19:00:00,REGULAR,0006182553,0000138965                                             
A002,R051,02-06-00,59 ST,NQR456,BMT,01/08/2016,23:00:00,REGULAR,0006182958,0000138968                                             
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/02/2016,01:00:00,REGULAR,0002029643,0003582673                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/02/2016,05:00:00,REGULAR,0002029654,0003582692                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/02/2016,09:00:00,REGULAR,0002029673,0003582868                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/02/2016,13:00:00,REGULAR,0002029777,0003583354                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/02/2016,17:00:00,REGULAR,0002030179,0003583987                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/02/2016,21:00:00,REGULAR,0002030759,0003584264                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/03/2016,01:00:00,REGULAR,0002030945,0003584358                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/03/2016,05:00:00,REGULAR,0002030963,0003584372                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/03/2016,09:00:00,REGULAR,0002030989,0003584497                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/03/2016,13:00:00,REGULAR,0002031053,0003584886                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/03/2016,17:00:00,REGULAR,0002031336,0003585343                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/03/2016,21:00:00,REGULAR,0002031731,0003585566                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/04/2016,01:00:00,REGULAR,0002031863,0003585640                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/04/2016,05:00:00,REGULAR,0002031870,0003585650                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/04/2016,09:00:00,REGULAR,0002031903,0003586403                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/04/2016,13:00:00,REGULAR,0002032026,0003587364                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/04/2016,17:00:00,REGULAR,0002032502,0003588023                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/04/2016,21:00:00,REGULAR,0002033459,0003588368                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/05/2016,01:00:00,REGULAR,0002033653,0003588436                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/05/2016,05:00:00,REGULAR,0002033671,0003588445                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/05/2016,09:00:00,REGULAR,0002033699,0003589217                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/05/2016,13:00:00,REGULAR,0002033824,0003590257                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/05/2016,17:00:00,REGULAR,0002034251,0003590844                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/05/2016,21:00:00,REGULAR,0002035059,0003591211                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/06/2016,01:00:00,REGULAR,0002035256,0003591288                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/06/2016,05:00:00,REGULAR,0002035267,0003591300                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/06/2016,09:00:00,REGULAR,0002035312,0003591946                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/06/2016,13:00:00,REGULAR,0002035433,0003593028                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/06/2016,17:00:00,REGULAR,0002035904,0003593652                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/06/2016,21:00:00,REGULAR,0002036844,0003594002                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/07/2016,01:00:00,REGULAR,0002037063,0003594070                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/07/2016,05:00:00,REGULAR,0002037080,0003594082                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/07/2016,09:00:00,REGULAR,0002037107,0003594905                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/07/2016,13:00:00,REGULAR,0002037227,0003595880                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/07/2016,17:00:00,REGULAR,0002037712,0003596477                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/07/2016,21:00:00,REGULAR,0002038688,0003596838                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/08/2016,01:00:00,REGULAR,0002038939,0003596919                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/08/2016,05:00:00,REGULAR,0002038958,0003596932                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/08/2016,09:00:00,REGULAR,0002038990,0003597695                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/08/2016,13:00:00,REGULAR,0002039129,0003598573                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/08/2016,17:00:00,REGULAR,0002039668,0003599175                                           
A006,R079,00-00-00,5 AV/59 ST,NQR,BMT,01/08/2016,21:00:00,REGULAR,0002040572,0003599607                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/02/2016,01:00:00,REGULAR,0003298900,0002159570                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/02/2016,05:00:00,REGULAR,0003298910,0002159576                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/02/2016,09:00:00,REGULAR,0003298926,0002159617                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/02/2016,13:00:00,REGULAR,0003299025,0002159840                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/02/2016,17:00:00,REGULAR,0003299381,0002160141                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/02/2016,21:00:00,REGULAR,0003299910,0002160248                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/03/2016,01:00:00,REGULAR,0003300052,0002160275                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/03/2016,05:00:00,REGULAR,0003300066,0002160277                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/03/2016,09:00:00,REGULAR,0003300082,0002160310                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/03/2016,13:00:00,REGULAR,0003300163,0002160464                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/03/2016,17:00:00,REGULAR,0003300421,0002160621                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/03/2016,21:00:00,REGULAR,0003300798,0002160737                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/04/2016,01:00:00,REGULAR,0003300889,0002160760                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/04/2016,05:00:00,REGULAR,0003300893,0002160765                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/04/2016,09:00:00,REGULAR,0003300929,0002160975                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/04/2016,13:00:00,REGULAR,0003301089,0002161290                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/04/2016,17:00:00,REGULAR,0003301599,0002161499                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/04/2016,21:00:00,REGULAR,0003302502,0002161603                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/05/2016,01:00:00,REGULAR,0003302629,0002161615                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/05/2016,05:00:00,REGULAR,0003302639,0002161621                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/05/2016,09:00:00,REGULAR,0003302689,0002161807                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/05/2016,13:00:00,REGULAR,0003302831,0002162101                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/05/2016,17:00:00,REGULAR,0003303295,0002162293                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/05/2016,21:00:00,REGULAR,0003304130,0002162440                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/06/2016,01:00:00,REGULAR,0003304264,0002162462                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/06/2016,05:00:00,REGULAR,0003304270,0002162469                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/06/2016,09:00:00,REGULAR,0003304314,0002162662                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/06/2016,13:00:00,REGULAR,0003304469,0002162966                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/06/2016,17:00:00,REGULAR,0003304954,0002163144                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/06/2016,21:00:00,REGULAR,0003305817,0002163258                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/07/2016,01:00:00,REGULAR,0003305959,0002163280                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/07/2016,05:00:00,REGULAR,0003305966,0002163283                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/07/2016,09:00:00,REGULAR,0003306008,0002163513                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/07/2016,13:00:00,REGULAR,0003306185,0002163830                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/07/2016,17:00:00,REGULAR,0003306621,0002164036                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/07/2016,21:00:00,REGULAR,0003307544,0002164143                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/08/2016,01:00:00,REGULAR,0003307707,0002164158                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/08/2016,05:00:00,REGULAR,0003307722,0002164159                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/08/2016,09:00:00,REGULAR,0003307758,0002164368                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/08/2016,13:00:00,REGULAR,0003307965,0002164641                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/08/2016,17:00:00,REGULAR,0003308496,0002164810                                           
A006,R079,00-00-01,5 AV/59 ST,NQR,BMT,01/08/2016,21:00:00,REGULAR,0003309345,0002164927                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/02/2016,01:00:00,REGULAR,0007196391,0003197093                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/02/2016,05:00:00,REGULAR,0007196400,0003197096                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/02/2016,09:00:00,REGULAR,0007196408,0003197126                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/02/2016,13:00:00,REGULAR,0007196491,0003197234                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/02/2016,17:00:00,REGULAR,0007196840,0003197379                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/02/2016,21:00:00,REGULAR,0007197181,0003197470                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/03/2016,01:00:00,REGULAR,0007197285,0003197485                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/03/2016,05:00:00,REGULAR,0007197294,0003197485                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/03/2016,09:00:00,REGULAR,0007197312,0003197503                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/03/2016,13:00:00,REGULAR,0007197356,0003197573                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/03/2016,17:00:00,REGULAR,0007197561,0003197665                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/03/2016,21:00:00,REGULAR,0007197776,0003197719                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/04/2016,01:00:00,REGULAR,0007197837,0003197727                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/04/2016,05:00:00,REGULAR,0007197839,0003197727                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/04/2016,09:00:00,REGULAR,0007197877,0003197874                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/04/2016,13:00:00,REGULAR,0007197996,0003198034                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/04/2016,17:00:00,REGULAR,0007198393,0003198123                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/04/2016,21:00:00,REGULAR,0007199136,0003198191                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/05/2016,01:00:00,REGULAR,0007199234,0003198199                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/05/2016,05:00:00,REGULAR,0007199239,0003198200                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/05/2016,09:00:00,REGULAR,0007199268,0003198347                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/05/2016,13:00:00,REGULAR,0007199385,0003198527                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/05/2016,17:00:00,REGULAR,0007199799,0003198634                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/05/2016,21:00:00,REGULAR,0007200574,0003198722                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/06/2016,01:00:00,REGULAR,0007200661,0003198729                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/06/2016,05:00:00,REGULAR,0007200665,0003198730                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/06/2016,09:00:00,REGULAR,0007200686,0003198861                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/06/2016,13:00:00,REGULAR,0007200792,0003199093                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/06/2016,17:00:00,REGULAR,0007201161,0003199172                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/06/2016,21:00:00,REGULAR,0007201894,0003199249                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/07/2016,01:00:00,REGULAR,0007201985,0003199253                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/07/2016,05:00:00,REGULAR,0007201990,0003199255                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/07/2016,09:00:00,REGULAR,0007202017,0003199407                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/07/2016,13:00:00,REGULAR,0007202141,0003199594                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/07/2016,17:00:00,REGULAR,0007202496,0003199673                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/07/2016,21:00:00,REGULAR,0007203188,0003199732                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/08/2016,01:00:00,REGULAR,0007203301,0003199739                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/08/2016,05:00:00,REGULAR,0007203310,0003199746                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/08/2016,09:00:00,REGULAR,0007203336,0003199923                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/08/2016,13:00:00,REGULAR,0007203482,0003200066                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/08/2016,17:00:00,REGULAR,0007203863,0003200152                                           
A006,R079,00-00-02,5 AV/59 ST,NQR,BMT,01/08/2016,21:00:00,REGULAR,0007204513,0003200214                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/02/2016,01:00:00,REGULAR,0001883334,0000708143                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/02/2016,05:00:00,REGULAR,0001883340,0000708144                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/02/2016,09:00:00,REGULAR,0001883349,0000708171                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/02/2016,13:00:00,REGULAR,0001883427,0000708231                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/02/2016,17:00:00,REGULAR,0001883676,0000708305                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/02/2016,21:00:00,REGULAR,0001883991,0000708363                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/03/2016,01:00:00,REGULAR,0001884068,0000708366                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/03/2016,05:00:00,REGULAR,0001884073,0000708367                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/03/2016,09:00:00,REGULAR,0001884080,0000708382                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/03/2016,13:00:00,REGULAR,0001884122,0000708430                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/03/2016,17:00:00,REGULAR,0001884339,0000708465                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/03/2016,21:00:00,REGULAR,0001884533,0000708503                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/04/2016,01:00:00,REGULAR,0001884596,0000708511                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/04/2016,05:00:00,REGULAR,0001884603,0000708515                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/04/2016,09:00:00,REGULAR,0001884620,0000708650                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/04/2016,13:00:00,REGULAR,0001884721,0000708791                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/04/2016,17:00:00,REGULAR,0001885040,0000708841                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/04/2016,21:00:00,REGULAR,0001885690,0000708879                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/05/2016,01:00:00,REGULAR,0001885765,0000708882                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/05/2016,05:00:00,REGULAR,0001885771,0000708886                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/05/2016,09:00:00,REGULAR,0001885796,0000709026                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/05/2016,13:00:00,REGULAR,0001885895,0000709143                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/05/2016,17:00:00,REGULAR,0001886420,0000709241                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/05/2016,21:00:00,REGULAR,0001887308,0000709314                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/06/2016,01:00:00,REGULAR,0001887383,0000709317                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/06/2016,05:00:00,REGULAR,0001887387,0000709319                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/06/2016,09:00:00,REGULAR,0001887408,0000709435                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/06/2016,13:00:00,REGULAR,0001887510,0000709601                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/06/2016,17:00:00,REGULAR,0001887809,0000709656                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/06/2016,21:00:00,REGULAR,0001888355,0000709702                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/07/2016,01:00:00,REGULAR,0001888423,0000709706                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/07/2016,05:00:00,REGULAR,0001888427,0000709706                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/07/2016,09:00:00,REGULAR,0001888443,0000709848                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/07/2016,13:00:00,REGULAR,0001888539,0000709986                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/07/2016,17:00:00,REGULAR,0001888843,0000710040                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/07/2016,21:00:00,REGULAR,0001889476,0000710082                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/08/2016,01:00:00,REGULAR,0001889563,0000710083                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/08/2016,05:00:00,REGULAR,0001889570,0000710083                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/08/2016,09:00:00,REGULAR,0001889587,0000710214                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/08/2016,13:00:00,REGULAR,0001889667,0000710322                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/08/2016,17:00:00,REGULAR,0001889993,0000710387                                           
A006,R079,00-00-03,5 AV/59 ST,NQR,BMT,01/08/2016,21:00:00,REGULAR,0001890503,0000710415                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/02/2016,01:00:00,REGULAR,0006608897,0002931579                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/02/2016,05:00:00,REGULAR,0006608901,0002931579                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/02/2016,09:00:00,REGULAR,0006608908,0002931605                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/02/2016,13:00:00,REGULAR,0006608964,0002931683                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/02/2016,17:00:00,REGULAR,0006609272,0002931772                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/02/2016,21:00:00,REGULAR,0006609565,0002931810                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/03/2016,01:00:00,REGULAR,0006609627,0002931817                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/03/2016,05:00:00,REGULAR,0006609633,0002931817                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/03/2016,09:00:00,REGULAR,0006609644,0002931834                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/03/2016,13:00:00,REGULAR,0006609666,0002931891                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/03/2016,17:00:00,REGULAR,0006609869,0002931944                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/03/2016,21:00:00,REGULAR,0006610080,0002931973                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/04/2016,01:00:00,REGULAR,0006610113,0002931982                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/04/2016,05:00:00,REGULAR,0006610114,0002931986                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/04/2016,09:00:00,REGULAR,0006610144,0002932075                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/04/2016,13:00:00,REGULAR,0006610226,0002932218                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/04/2016,17:00:00,REGULAR,0006610555,0002932292                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/04/2016,21:00:00,REGULAR,0006611125,0002932334                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/05/2016,01:00:00,REGULAR,0006611187,0002932339                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/05/2016,05:00:00,REGULAR,0006611189,0002932342                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/05/2016,09:00:00,REGULAR,0006611214,0002932475                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/05/2016,13:00:00,REGULAR,0006611293,0002932610                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/05/2016,17:00:00,REGULAR,0006611439,0002932677                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/05/2016,21:00:00,REGULAR,0006611837,0002932732                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/06/2016,01:00:00,REGULAR,0006611897,0002932740                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/06/2016,05:00:00,REGULAR,0006611903,0002932743                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/06/2016,09:00:00,REGULAR,0006611927,0002932889                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/06/2016,13:00:00,REGULAR,0006612026,0002933050                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/06/2016,17:00:00,REGULAR,0006612340,0002933121                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/06/2016,21:00:00,REGULAR,0006612904,0002933175                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/07/2016,01:00:00,REGULAR,0006612968,0002933182                                           
A006,R079,00-00-04,5 AV/59 ST,NQR,BMT,01/07/2016,05:00:00,REGULAR,0006612970,0002933187                                           
